partType,name,image,url,size
case,CiT Blaze ATX Mid Tower Case (CIT-BLAZE),https://cdna.pcpartpicker.com/static/forever/images/product/8f30d283f57b58e0dcbb2653552d0f7f.256p.jpg,https://pcpartpicker.com/product/7h3NnQ/cit-blaze-atx-mid-tower-case-cit-blaze,ATX
case,Phanteks Eclipse P360A ATX Mid Tower Case (PH-EC360ATG_DBK),https://cdna.pcpartpicker.com/static/forever/images/product/0319201055850978198d9c271b385729.256p.jpg,https://pcpartpicker.com/product/ZJcRsY/phanteks-eclipse-p360a-atx-mid-tower-case-ph-ec360atg_dbk,ATX
case,MSI MPG GUNGNIR 111R ATX Mid Tower Case (MPG GUNGNIR 111R),https://cdna.pcpartpicker.com/static/forever/images/product/62eb18a23eb09c01f25418f33975ce7c.256p.jpg,https://pcpartpicker.com/product/DGpzK8/msi-mpg-gungnir-111r-atx-mid-tower-case-mpg-gungnir-111r,ATX
case,Azza Spectra ATX Mid Tower Case (CSAZ-280W),https://cdna.pcpartpicker.com/static/forever/images/product/b9042c84223378e95e88498d58a37f9e.256p.jpg,https://pcpartpicker.com/product/dnbTwP/azza-spectra-atx-mid-tower-case-csaz-280w,ATX
case,Lian Li LANCOOL 205 ATX Mid Tower Case (G99.OE743X.10),https://m.media-amazon.com/images/I/41tCP6DCBIL.jpg,https://pcpartpicker.com/product/9rpmP6/lian-li-lancool-205-atx-mid-tower-case-g99oe743x10,ATX
case,Anidees AI CRYSTAL XL PRO ATX Full Tower Case (AI-XL-PRO-RGB),https://m.media-amazon.com/images/I/41XHBAWKliL.jpg,https://pcpartpicker.com/product/hmTzK8/anidees-ai-crystal-xl-pro-atx-full-tower-case-ai-xl-pro-rgb,ATX
case,Phanteks Eclipse P500A D-RGB ATX Mid Tower Case (PH-EC500ATG_DBK01),https://cdna.pcpartpicker.com/static/forever/images/product/7188a45df986ca4d216e18e6587168b5.256p.jpg,https://pcpartpicker.com/product/LVQfrH/phanteks-eclipse-p500a-d-rgb-atx-mid-tower-case-ph-ec500atg_dbk01,ATX
case,Deepcool MATREXX 70 ADD-RGB 3F ATX Mid Tower Case (MATREXX 70 ADD-RGB 3F),https://cdna.pcpartpicker.com/static/forever/images/product/3de08f82e62127020e1bd391ec217375.256p.jpg,https://pcpartpicker.com/product/JDDJ7P/deepcool-matrexx-70-atx-mid-tower-case-matrexx-70-add-rgb-3f,ATX
case,Asus TUF Gaming GT501 ATX Mid Tower Case (TUF Gaming GT501 White Edition),https://cdna.pcpartpicker.com/static/forever/images/product/60f033bccfb485caa35bc82a51763368.256p.jpg,https://pcpartpicker.com/product/PwsnTW/asus-tuf-gaming-gt501-atx-mid-tower-case-tuf-gaming-gt501-white-edition,ATX
case,Corsair iCUE 465X RGB ATX Mid Tower Case (CC-9011189-WW),https://m.media-amazon.com/images/I/4153z7pazEL.jpg,https://pcpartpicker.com/product/QTJmP6/corsair-icue-465x-rgb-atx-mid-tower-case-cc-9011189-ww,ATX
case,Deepcool CC560 ARGB ATX Mid Tower Case (R-CC560-BKTAA4-G-1),https://cdna.pcpartpicker.com/static/forever/images/product/f6738119669f93b0b9471063ae22c01c.256p.jpg,https://pcpartpicker.com/product/FL4Zxr/deepcool-cc560-argb-atx-mid-tower-case-r-cc560-bktaa4-g-1,ATX
case,Thermaltake Core P3 TG Pro ATX Mid Tower Case (CA-1G4-00M1WN-09),https://cdna.pcpartpicker.com/static/forever/images/product/52913f2044fff01ae60525b954f28f49.256p.jpg,https://pcpartpicker.com/product/f4ytt6/thermaltake-core-p3-tg-pro-atx-mid-tower-case-ca-1g4-00m1wn-09,ATX
case,Corsair Carbide Series 275R ATX Mid Tower Case (CC-9011132-WW),https://cdna.pcpartpicker.com/static/forever/images/product/001f7417487a2a6ca439ae183d04d376.256p.jpg,https://pcpartpicker.com/product/KFXnTW/corsair-carbide-series-275r-atx-mid-tower-case-cc-9011132-ww,ATX
case,Antec P120 Crystal ATX Mid Tower Case (P120 Crystal White),https://cdna.pcpartpicker.com/static/forever/images/product/a3658006f5fc7fc078557253a45319c2.256p.jpg,https://pcpartpicker.com/product/tWpzK8/antec-p120-crystal-atx-mid-tower-case-p120-crystal-white,ATX
case,GAMDIAS TALOS E3 MESH ATX Mid Tower Case (TALOS E3 MESH WH),https://m.media-amazon.com/images/I/513GIbOk8nL.jpg,https://pcpartpicker.com/product/LfHqqs/gamdias-talos-e3-mesh-atx-mid-tower-case-talos-e3-mesh-wh,ATX
case,MagniumGear NEO QUBE 2 ATX Mid Tower Case (MG-NE620Q_DBK02),https://cdna.pcpartpicker.com/static/forever/images/product/2e5634c9a6b7ce2025f5c575f3238ec8.256p.jpg,https://pcpartpicker.com/product/yfNxFT/magniumgear-neo-qube-2-atx-mid-tower-case-mg-ne620q_dbk02,ATX
case,Lian Li Lancool II Mesh ATX Mid Tower Case (LANCOOL II MESH Performance),https://cdna.pcpartpicker.com/static/forever/images/product/b4df5bc671834e8b107239fb88404f9d.256p.jpg,https://pcpartpicker.com/product/ybH8TW/lian-li-lancool-ii-mesh-atx-mid-tower-case-lancool-ii-mesh-performance,ATX
case,darkFlash DK352 ATX Mid Tower Case (DK352 Black),https://cdna.pcpartpicker.com/static/forever/images/product/56a06ba5221ed9206bcfa4ba098ddbfb.256p.jpg,https://pcpartpicker.com/product/7L3gXL/darkflash-dk352-atx-mid-tower-case-dk352-black,ATX
case,Deepcool CH510 ATX Mid Tower Case (R-CH510-BKNNE1-G-1),https://cdna.pcpartpicker.com/static/forever/images/product/dd29d75a0109160516cb58231ad067bb.256p.jpg,https://pcpartpicker.com/product/c3wmP6/deepcool-ch510-atx-mid-tower-case-r-ch510-bknne1-g-1,ATX
case,MSI MPG VELOX 100P AIRFLOW ATX Mid Tower Case (MPG VELOX 100P AIRFLOW),https://cdna.pcpartpicker.com/static/forever/images/product/f894223f1ee5d516dc353ffaffbd30e8.256p.jpg,https://pcpartpicker.com/product/dkbTwP/msi-mpg-velox-100p-airflow-atx-mid-tower-case-mpg-velox-100p-airflow,ATX
case,Thermaltake V250 TG ARGB Air ATX Mid Tower Case (CA-1Q5-00M1WN-03),https://cdna.pcpartpicker.com/static/forever/images/product/724d789d9c998886d4546d6b1bfd3dee.256p.jpg,https://pcpartpicker.com/product/K77G3C/thermaltake-v250-argb-air-atx-mid-tower-case-ca-1q5-00m1wn-03,ATX
case,GameMax White Diamond ARGB ATX Mid Tower Case (GMXCSDIAMONDWHT),https://cdna.pcpartpicker.com/static/forever/images/product/fa0812def2f50aa721204a1cbdad1dff.256p.jpg,https://pcpartpicker.com/product/2JDkcf/gamemax-white-diamond-argb-atx-mid-tower-case-gmxcsdiamondwht,ATX
case,Antec Dark League DF800 FLUX ATX Mid Tower Case (DF800 FLUX),https://m.media-amazon.com/images/I/41VWYGy-b5L.jpg,https://pcpartpicker.com/product/byRYcf/antec-dark-league-df800-flux-atx-mid-tower-case-df800-flux,ATX
case,Cooler Master MasterCase H500M ATX Mid Tower Case (MCM-H500M-IHNN-S00),https://cdna.pcpartpicker.com/static/forever/images/product/3b22338d08cddc21f3cd6150ec431a31.256p.jpg,https://pcpartpicker.com/product/74PKHx/cooler-master-mastercase-h500m-atx-mid-tower-case-mcm-h500m-ihnn-s00,ATX
case,Lian Li Lancool II Mesh ATX Mid Tower Case (LANCOOL II MESH RGB White),https://cdna.pcpartpicker.com/static/forever/images/product/dec84baf9c543930aa9b5b8998c21573.256p.jpg,https://pcpartpicker.com/product/PmZzK8/lian-li-lancool-ii-mesh-atx-mid-tower-case-lancool-ii-mesh-rgb-white,ATX
case,Corsair 5000D ATX Mid Tower Case (CC-9011209-WW),https://cdna.pcpartpicker.com/static/forever/images/product/686a4d0e24dfd73e2d5ad0b24c0495eb.256p.jpg,https://pcpartpicker.com/product/dTbCmG/corsair-5000d-atx-mid-tower-case-cc-9011209-ww,ATX
case,Lian Li LANCOOL II-X ATX Mid Tower Case (LANCOOL II-X),https://cdna.pcpartpicker.com/static/forever/images/product/8f728ad9050f1b98db2e61fab01bc902.256p.jpg,https://pcpartpicker.com/product/kRFKHx/lian-li-lancool-ii-x-atx-mid-tower-case-lancool-ii-x,ATX
case,MSI MPG Sekira 100R ATX Mid Tower Case (MPG SEKIRA 100R),https://cdna.pcpartpicker.com/static/forever/images/product/c0481ee13b62354f45ed3d0f10ec46be.256p.jpg,https://pcpartpicker.com/product/rXK2FT/msi-mpg-sekira-100r-atx-mid-tower-case-mpg-sekira-100r,ATX
case,Cooler Master HAF 912 ATX Mid Tower Case (RC-912-KKN1),https://m.media-amazon.com/images/I/51DZBuyfbNL.jpg,https://pcpartpicker.com/product/C9zv6h/cooler-master-case-rc912kkn1,ATX
case,NZXT H500 ATX Mid Tower Case (CA-H500B-W1),https://cdna.pcpartpicker.com/static/forever/images/product/799f8d60078adcd595c8d1b81a3fd99c.256p.jpg,https://pcpartpicker.com/product/tpVD4D/nzxt-h500-white-atx-mid-tower-case-ca-h500b-w1,ATX
case,Cougar Duoface RGB ATX Mid Tower Case (CGR-5ZD1W-RGB),https://cdna.pcpartpicker.com/static/forever/images/product/acfe15ccbffb696cddef8df0db72f817.256p.jpg,https://pcpartpicker.com/product/WcddnQ/cougar-duoface-rgb-atx-mid-tower-case-cgr-5zd1w-rgb,ATX
case,Phanteks Eclipse P500A ATX Mid Tower Case (PH-EC500ATG_BK01),https://cdna.pcpartpicker.com/static/forever/images/product/d6bcee0023610830579746d8c18f1bff.256p.jpg,https://pcpartpicker.com/product/NkK2FT/phanteks-eclipse-p500a-atx-mid-tower-case-ph-ec500atg_bk01,ATX
case,BitFenix Nova Mesh SE ATX Mid Tower Case (BFC-NSE-300-WWGKP-4A),https://cdna.pcpartpicker.com/static/forever/images/product/6224f15852416d843dabde20f5dbe444.256p.jpg,https://pcpartpicker.com/product/2ZtKHx/bitfenix-nova-mesh-se-atx-mid-tower-case-bfc-nse-300-wwgkp-4a,ATX
case,be quiet! Pure Base 500 ATX Mid Tower Case (BG035),https://cdna.pcpartpicker.com/static/forever/images/product/c3cd4e9f893fe762fac256a7579a1472.256p.jpg,https://pcpartpicker.com/product/hn7p99/be-quiet-pure-base-500-atx-mid-tower-case-bg035,ATX
case,Gigabyte AORUS C500 GLASS ATX Mid Tower Case (GB-AC500G),https://cdna.pcpartpicker.com/static/forever/images/product/6ededb50175bb10fb26b6f06067b3ba8.256p.jpg,https://pcpartpicker.com/product/4rTp99/gigabyte-aorus-c500-glass-atx-mid-tower-case-gb-ac500g,ATX
case,BitFenix NOVA MESH SE TG ATX Mid Tower Case (BFC-NSE-300-KKGSK-RP),https://cdna.pcpartpicker.com/static/forever/images/product/9b6914d1f7b7539dc42acb5f263ee019.256p.jpg,https://pcpartpicker.com/product/QXwypg/bitfenix-nova-mesh-se-tg-atx-mid-tower-case-bfc-nse-300-kkgsk-rp,ATX
case,Corsair Crystal Series 680X RGB ATX Mid Tower Case (CC-9011169-WW),https://cdna.pcpartpicker.com/static/forever/images/product/3a39a10c5fea218ee6db2ac78c520a83.256p.jpg,https://pcpartpicker.com/product/qVMwrH/corsair-crystal-series-680x-rgb-atx-mid-tower-case-cc-9011169-ww,ATX
case,Thermaltake View 51 ARGB Edition ATX Full Tower Case (CA-1Q6-00M1WN-00),https://cdna.pcpartpicker.com/static/forever/images/product/f342bd8fd1a5a474997e69d285719f92.256p.jpg,https://pcpartpicker.com/product/n2zFf7/thermaltake-view-51-argb-edition-atx-full-tower-case-ca-1q6-00m1wn-00,ATX
case,Fractal Design Meshify 2 Lite ATX Mid Tower Case (FD-C-MEL2A-04),https://cdna.pcpartpicker.com/static/forever/images/product/82ee84bd94a31de2432375fc204380db.256p.jpg,https://pcpartpicker.com/product/P3YmP6/fractal-design-meshify-2-lite-atx-mid-tower-case-fd-c-mel2a-04,ATX
case,Fractal Design Meshify 2 XL ATX Full Tower Case (FD-C-MES2X-01),https://cdna.pcpartpicker.com/static/forever/images/product/04fd6312ae151b0fba4c86452d28469c.256p.jpg,https://pcpartpicker.com/product/49bCmG/fractal-design-meshify-2-xl-atx-full-tower-case-fd-c-mes2x-01,ATX
case,Thermaltake Versa H22 ATX Mid Tower Case (CA-1B3-00M1NN-00),https://images-na.ssl-images-amazon.com/images/I/51kIRK0AxJL.jpg,https://pcpartpicker.com/product/Pm4gXL/thermaltake-case-ca1b300m1nn00,ATX
case,Fractal Design Torrent Compact RGB ATX Mid Tower Case (FD-C-TOR1C-05),https://cdna.pcpartpicker.com/static/forever/images/product/4b0d54eb046324b090a9dcf7d28b5d0a.256p.jpg,https://pcpartpicker.com/product/gc3gXL/fractal-design-torrent-compact-rgb-atx-mid-tower-case-fd-c-tor1c-05,ATX
case,Cooler Master MasterBox Lite 5 ATX Mid Tower Case (MCW-L5S3-KANN-01),https://cdna.pcpartpicker.com/static/forever/images/product/17fa8a2537f9c8b4daed00429246ba26.256p.jpg,https://pcpartpicker.com/product/CkM323/cooler-master-masterbox-lite-5-atx-mid-tower-case-mcw-l5s3-kann-01,ATX
case,GAMDIAS ARGUS E4 ELITE ATX Mid Tower Case (ARGUS E4 ELITE),https://cdna.pcpartpicker.com/static/forever/images/product/9b3ff2a0247d1f3d6d32a562d45d0d6d.256p.jpg,https://pcpartpicker.com/product/4k8bt6/gamdias-argus-e4-elite-atx-mid-tower-case-argus-e4-elite,ATX
case,Cooler Master MasterBox MB600L V2 w/ODD ATX Mid Tower Case (MB600L2-KG5N-S00),https://cdna.pcpartpicker.com/static/forever/images/product/d7a73f24275f46aba84688267a72e7cb.256p.jpg,https://pcpartpicker.com/product/n4Gbt6/cooler-master-masterbox-mb600l-v2-wodd-atx-mid-tower-case-mb600l2-kg5n-s00,ATX
case,Montech SKY TWO ATX Mid Tower Case (SKY TWO Morocco Blue),https://cdna.pcpartpicker.com/static/forever/images/product/7b49ee8854a288eeb693d57b3099b235.256p.jpg,https://pcpartpicker.com/product/BZnypg/montech-sky-two-atx-mid-tower-case-sky-two-morocco-blue,ATX
case,Cooler Master Cosmos C700M ATX Full Tower Case (MCC-C700M-MG5N-S00),https://cdna.pcpartpicker.com/static/forever/images/product/1181299463d46600b7915b6135c4e6a7.256p.jpg,https://pcpartpicker.com/product/ddPKHx/cooler-master-cosmos-c700m-atx-mid-tower-case-mcc-c700m-mg5n-s00,ATX
case,Fractal Design Define 7 Dark ATX Mid Tower Case (FD-C-DEF7A-03),https://cdna.pcpartpicker.com/static/forever/images/product/7cd2c7cfed3027596ea1b662b881b361.256p.jpg,https://pcpartpicker.com/product/MzH8TW/fractal-design-define-7-dark-atx-mid-tower-case-fd-c-def7a-03,ATX
case,Corsair Carbide Series Air 540 ATX Mid Tower Case (Air 540),https://m.media-amazon.com/images/I/41HMveONJ1L.jpg,https://pcpartpicker.com/product/wgkD4D/corsair-case-air540,ATX
case,Corsair Carbide Series SPEC-05 ATX Mid Tower Case (CC-9011138-WW),https://cdna.pcpartpicker.com/static/forever/images/product/786fa584b419602b473503049d133d78.256p.jpg,https://pcpartpicker.com/product/qP8j4D/corsair-spec-05-atx-mid-tower-case-cc-9011138-ww,ATX
case,Fractal Design Torrent Compact ATX Mid Tower Case (FD-C-TOR1C-03),https://cdna.pcpartpicker.com/static/forever/images/product/f74e8b055b0575b46d29d2a65ef10aec.256p.jpg,https://pcpartpicker.com/product/8GM48d/fractal-design-torrent-compact-atx-mid-tower-case-fd-c-tor1c-03,ATX
case,SHARKOON TG5 ATX Mid Tower Case (4044951020560),https://images-eu.ssl-images-amazon.com/images/I/51Dz4sKkasL.jpg,https://pcpartpicker.com/product/zzbkcf/sharkoon-tg5-atx-mid-tower-case-4044951020560,ATX
case,NZXT H510i ATX Mid Tower Case (CA-H510i-BR),https://cdna.pcpartpicker.com/static/forever/images/product/974d8199bbeae5bcdf70933febf1b993.256p.jpg,https://pcpartpicker.com/product/ztJmP6/nzxt-h510i-atx-mid-tower-case-ca-h510i-br,ATX
case,NZXT S340 Elite ATX Mid Tower Case (CA-S340W-B3),https://cdna.pcpartpicker.com/static/forever/images/product/288f141becb1196cbeffdf8b4fad8c81.256p.jpg,https://pcpartpicker.com/product/3TYWGX/nzxt-ca-s340w-b3-atx-mid-tower-case-ca-s340w-b3,ATX
case,Cougar Archon 2 Mesh RGB ATX Mid Tower Case (CGR-5CC5B-MESH-RGB),https://cdna.pcpartpicker.com/static/forever/images/product/b65ad89666d89c2e0a25937d8593cd5d.256p.jpg,https://pcpartpicker.com/product/fHXJ7P/cougar-archon-2-mesh-rgb-atx-mid-tower-case-cgr-5cc5b-mesh-rgb,ATX
case,Thermaltake Core P3 TG Snow Edition ATX Mid Tower Case (CA-1G4-00M6WN-05),https://images-na.ssl-images-amazon.com/images/I/511OUL9xDGL.jpg,https://pcpartpicker.com/product/r6DzK8/thermaltake-core-p3-snow-edition-atx-mid-tower-case-ca-1g4-00m6wn-05,ATX
case,Thermaltake View 51 Snow ARGB Edition ATX Full Tower Case (CA-1Q6-00M6WN-00),https://cdna.pcpartpicker.com/static/forever/images/product/79b13e4ad7fcd073566c710bf3b44643.256p.jpg,https://pcpartpicker.com/product/NpVG3C/thermaltake-view-51-snow-argb-edition-atx-full-tower-case-ca-1q6-00m6wn-00,ATX
case,Xigmatek Aquarius Plus Arctic ATX Mid Tower Case (EN46430),https://cdna.pcpartpicker.com/static/forever/images/product/14d0f7be2dd3ab6191ea2ae397d8e722.256p.jpg,https://pcpartpicker.com/product/KMPQzy/xigmatek-aquarius-plus-arctic-atx-mid-tower-case-en46430,ATX
case,Thermaltake Core P6 ATX Mid Tower Case (CA-1V2-00M6WN-00),https://cdna.pcpartpicker.com/static/forever/images/product/be6dc2e02430b69f18f36b5fa6138b16.256p.jpg,https://pcpartpicker.com/product/d7gFf7/thermaltake-core-p6-atx-mid-tower-case-ca-1v2-00m6wn-00,ATX
case,GameMax Contac Turbo COC ATX Mid Tower Case (Contac COC WB),https://cdna.pcpartpicker.com/static/forever/images/product/866814c5586af92e2903e5446d4ca026.256p.jpg,https://pcpartpicker.com/product/ZPWzK8/gamemax-contac-turbo-coc-atx-mid-tower-case-contac-coc-wb,ATX
case,Thermaltake Core P3 TG Pro Snow ATX Mid Tower Case (CA-1G4-00M6WN-09),https://cdna.pcpartpicker.com/static/forever/images/product/2636e418dd6912d9de0e3890595d3eb9.256p.jpg,https://pcpartpicker.com/product/nqcG3C/thermaltake-core-p3-tg-pro-snow-atx-mid-tower-case-ca-1g4-00m6wn-09,ATX
case,Cooler Master Cosmos C700P Black Edition ATX Full Tower Case (MCC-C700P-KG5N-S00),https://cdna.pcpartpicker.com/static/forever/images/product/2263c1478291772b81e84363835c8a5e.256p.jpg,https://pcpartpicker.com/product/mLDkcf/cooler-master-cosmos-c700p-black-edition-atx-full-tower-case-mcc-c700p-kg5n-s00,ATX
case,Fractal Design Define R6 ATX Mid Tower Case (FD-CA-DEF-R6-BK),https://cdna.pcpartpicker.com/static/forever/images/product/e5a8a71c6451868953c3b0cdde72dec2.256p.jpg,https://pcpartpicker.com/product/jGGxFT/fractal-design-define-r6-atx-mid-tower-case-fd-ca-def-r6-bk,ATX
case,Thermaltake Core X71 ATX Full Tower Case (CA-1F8-00M1WN-02),https://m.media-amazon.com/images/I/51+rm-7bM3L.jpg,https://pcpartpicker.com/product/Bd7CmG/thermaltake-core-x71-tempered-glass-edition-atx-full-tower-case-ca-1f8-00m1wn-02,ATX
case,SeaSonic SYNCRO Q704 ATX Mid Tower Case (SYNCRO Q704),https://cdna.pcpartpicker.com/static/forever/images/product/cd16f7f32fa0e52c5cbec28c72ec02b8.256p.jpg,https://pcpartpicker.com/product/xyxRsY/seasonic-syncro-q704-atx-mid-tower-case-syncro-q704,ATX
case,Thermaltake Core P8 TG ATX Full Tower Case (CA-1Q2-00M1WN-00),https://cdna.pcpartpicker.com/static/forever/images/product/e8eda9287fd7bdba3b0952fd9567cccf.256p.jpg,https://pcpartpicker.com/product/RYFKHx/thermaltake-core-p8-tg-atx-full-tower-case-ca-1q2-00m1wn-00,ATX
case,Corsair Carbide Series SPEC-02 ATX Mid Tower Case (CC-9011051-WW),https://cdna.pcpartpicker.com/static/forever/images/product/7579bc42fbf72371a915dac28f4bc020.256p.jpg,https://pcpartpicker.com/product/FtV48d/corsair-case-cc9011051ww,ATX
case,Aerocool Bolt ATX Mid Tower Case (Bolt),https://cdna.pcpartpicker.com/static/forever/images/product/4fb0b430e3dab25c57cd607ee74868b3.256p.jpg,https://pcpartpicker.com/product/FKpmP6/aerocool-bolt-atx-mid-tower-case-bolt,ATX
case,Fractal Design Torrent ATX Mid Tower Case (FD-C-TOR1A-02),https://cdna.pcpartpicker.com/static/forever/images/product/bfb65008c40083d6799ebdae629c5b6f.256p.jpg,https://pcpartpicker.com/product/TnNxFT/fractal-design-torrent-atx-mid-tower-case-fd-c-tor1a-02,ATX
case,Antec NX260 ATX Mid Tower Case (NX260),https://m.media-amazon.com/images/I/51KVNjrb9DL.jpg,https://pcpartpicker.com/product/yxjBD3/antec-nx260-atx-mid-tower-case-nx260,ATX
case,be quiet! Silent Base 802 ATX Mid Tower Case (BGW40),https://cdna.pcpartpicker.com/static/forever/images/product/d1857a7edc13f375f2decb1f9bfd382b.256p.jpg,https://pcpartpicker.com/product/ZjtKHx/be-quiet-silent-base-802-atx-mid-tower-case-bgw40,ATX
case,SSUPD Meshroom S ATX Mini Tower Case (41880108466360),https://m.media-amazon.com/images/I/41A0989Ca8L.jpg,https://pcpartpicker.com/product/PjPQzy/ssupd-meshroom-s-atx-mini-tower-case-41880108466360,ATX
case,NZXT S340 Elite ATX Mid Tower Case (CA-S340W-W2),https://cdna.pcpartpicker.com/static/forever/images/product/84fdfd1b5454f6554106312f1b3e6664.256p.jpg,https://pcpartpicker.com/product/F28H99/nzxt-ca-s340w-w2-atx-mid-tower-case-ca-s340w-w2,ATX
case,GameMax Mini Abyss H608 ATX Full Tower Case (GMX-ABYSSMINI),https://cdna.pcpartpicker.com/static/forever/images/product/8238ef0e4ec37bd77ae18d2175556d7b.256p.jpg,https://pcpartpicker.com/product/77QfrH/gamemax-mini-abyss-h608-atx-full-tower-case-gmx-abyssmini,ATX
case,ENDORFY Regnum 400 ARGB ATX Mid Tower Case (EY2A009),https://cdna.pcpartpicker.com/static/forever/images/product/494bc388121416ffdb0b6f6a4668c5d6.256p.jpg,https://pcpartpicker.com/product/KrGhP6/endorfy-regnum-400-argb-atx-mid-tower-case-ey2a009,ATX
case,Thermaltake Level 20 MT ATX Mid Tower Case (CA-1M7-00M1WN-00),https://cdna.pcpartpicker.com/static/forever/images/product/aa853f7086d1eec2c2824fa836cc887b.256p.jpg,https://pcpartpicker.com/product/PMkj4D/thermaltake-level-20-mt-argb-atx-mid-tower-case-ca-1m7-00m1wn-00,ATX
case,Montech AIR 903 BASE ATX Mid Tower Case (AIR 903 BASE (W)),https://m.media-amazon.com/images/I/51Q-DxSXVxL.jpg,https://pcpartpicker.com/product/rBTZxr/montech-air-903-base-atx-mid-tower-case-air-903-base-w,ATX
case,Antec VSK4000E U3 ATX Mid Tower Case (VSK4000E U3),https://cdna.pcpartpicker.com/static/forever/images/product/cf3afb74cef771522da772c2b3563954.256p.jpg,https://pcpartpicker.com/product/zyKhP6/antec-case-vsk4000eu3,ATX
case,NZXT H710i ATX Mid Tower Case (CA-H710i-W1),https://cdna.pcpartpicker.com/static/forever/images/product/e74919f1b5c4300a2a125105431f90ee.256p.jpg,https://pcpartpicker.com/product/nbjNnQ/nzxt-h710i-atx-mid-tower-case-ca-h710i-w1,ATX
case,KOLINK Castle ATX Mid Tower Case (CASTLE),https://cdna.pcpartpicker.com/static/forever/images/product/a95fc2fe1eeeaeb584f317adc0ace0bd.256p.jpg,https://pcpartpicker.com/product/FsD7YJ/kolink-castle-atx-mid-tower-case-castle,ATX
case,Cooler Master MasterBox Pro 5 ARGB ATX Mid Tower Case (MCY-B5P2-KWGN-03),https://cdna.pcpartpicker.com/static/forever/images/product/66830c2e8f26205639403fe574f5018b.256p.jpg,https://pcpartpicker.com/product/RTxbt6/cooler-master-masterbox-pro-5-argb-atx-mid-tower-case-mcy-b5p2-kwgn-03,ATX
case,MSI MPG Sekira 500P ATX Mid Tower Case (MPG SEKIRA 500P),https://m.media-amazon.com/images/I/31umth3wtIL.jpg,https://pcpartpicker.com/product/rfD7YJ/msi-mpg-sekira-500p-atx-mid-tower-case-mpg-sekira-500p,ATX
case,BitFenix Nova Mesh TG 4ARGB ATX Mid Tower Case (BFC-NVM-300-WWGKW-4A),https://cdna.pcpartpicker.com/static/forever/images/product/57c5c25f7885cb4a81aed8b045c1dfbe.256p.jpg,https://pcpartpicker.com/product/KgbCmG/bitfenix-nova-mesh-tg-4argb-atx-mid-tower-case-bfc-nvm-300-wwgkw-4a,ATX
case,Cooler Master HAF 500 ATX Mid Tower Case (H500-KGNN-S00),https://cdna.pcpartpicker.com/static/forever/images/product/c41d2df04c3e508b70cfae4d64475e72.256p.jpg,https://pcpartpicker.com/product/NjD7YJ/cooler-master-haf-500-atx-mid-tower-case-h500-kgnn-s00,ATX
case,Fractal Design Meshify 2 Lite ATX Mid Tower Case (FD-C-MEL2A-05),https://cdna.pcpartpicker.com/static/forever/images/product/8ceeec263f829308b4a3166926eec352.256p.jpg,https://pcpartpicker.com/product/J8t9TW/fractal-design-meshify-2-lite-atx-mid-tower-case-fd-c-mel2a-05,ATX
case,Gigabyte C200 Glass ATX Mid Tower Case (GB-C200G),https://cdna.pcpartpicker.com/static/forever/images/product/1dee452a089a7a6f0dbd09b7f0701983.256p.jpg,https://pcpartpicker.com/product/2t6qqs/gigabyte-c200-glass-atx-mid-tower-case-gb-c200g,ATX
case,Phanteks Enthoo 719 ATX Full Tower Case (PH-ES719LTG_DBK01),https://cdna.pcpartpicker.com/static/forever/images/product/70ef750a9d6dffb0b4d99f042db6a972.256p.jpg,https://pcpartpicker.com/product/y4n8TW/phanteks-enthoo-luxe-2-atx-full-tower-case-ph-es719ltg_bk,ATX
case,NZXT S340 ATX Mid Tower Case (CA-S340W-W1),https://cdna.pcpartpicker.com/static/forever/images/product/1a49982c9c4cd6d96ec0141fb068ddca.256p.jpg,https://pcpartpicker.com/product/Vpdqqs/nzxt-case-cas340ww1,ATX
case,GAMDIAS TALOS E2 ELITE ATX Mid Tower Case (TALOS E2 ELITE),https://cdna.pcpartpicker.com/static/forever/images/product/991214390a64c4dd16f566448080edb2.256p.jpg,https://pcpartpicker.com/product/XB4Ycf/gamdias-talos-e2-elite-atx-mid-tower-case-talos-e2-elite,ATX
case,Fractal Design Define R4 ATX Mid Tower Case (FD-CA-DEF-R4-BL-W),https://cdna.pcpartpicker.com/static/forever/images/product/38c1c900e2390f8ecab985c533298d7c.256p.jpg,https://pcpartpicker.com/product/tHckcf/fractal-design-case-fdcadefr4blw,ATX
case,Antec DF700 FLUX ATX Mid Tower Case (0-761345-80074-7),https://cdna.pcpartpicker.com/static/forever/images/product/17c552d635c0154d420136b6d443981d.256p.jpg,https://pcpartpicker.com/product/JYkWGX/antec-df700-flux-atx-mid-tower-case-0-761345-80074-7,ATX
case,Apevia Genesis Pro ATX Mid Tower Case (G-PRO-WH),https://m.media-amazon.com/images/I/41wGiA-b-0L.jpg,https://pcpartpicker.com/product/CZVmP6/apevia-genesis-pro-atx-mid-tower-case-g-pro-wh,ATX
case,BitFenix Nova Mesh TG 4ARGB ATX Mid Tower Case (BFC-NVM-300-KKGSK-4A),https://cdna.pcpartpicker.com/static/forever/images/product/3058790696aacc0675965f6d0e0391b3.256p.jpg,https://pcpartpicker.com/product/qyK2FT/bitfenix-nova-mesh-tg-4argb-atx-mid-tower-case-bfc-nvm-300-kkgsk-4a,ATX
