partType,name,image,url,type,space
storage,Addlink S68 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (ad1TBS68M2P),https://m.media-amazon.com/images/I/41zic0oz7VL.jpg,https://pcpartpicker.com/product/LVzhP6/addlink-s68-1-tb-m2-2280-nvme-solid-state-drive-ad1tbs68m2p,NVME,1000
storage,Inland Gaming Performance Plus 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (618996746248),https://m.media-amazon.com/images/I/31sRhU-Z6oL.jpg,https://pcpartpicker.com/product/rjddnQ/inland-gaming-performance-plus-1-tb-m2-2280-nvme-solid-state-drive-618996746248,NVME,1000
storage,XPG GAMMIX S10 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (ASX7000NPC-1TT-C),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/rqm323/xpg-gammix-s10-1tb-m2-2280-solid-state-drive-asx7000npc-1tt-c,NVME,1000
storage,Gigabyte AORUS Gen4 7000s Premium 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (GP-AG70S1TB-P),https://m.media-amazon.com/images/I/41DP1e4eQrS.jpg,https://pcpartpicker.com/product/CcvdnQ/gigabyte-aorus-gen4-7000s-premium-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-gp-ag70s1tb-p,NVME,1000
storage,PNY CS2130 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (M280CS2130-1TB-RB),https://cdna.pcpartpicker.com/static/forever/images/product/90346f63f185db867fe9f5a2ed9433d9.256p.jpg,https://pcpartpicker.com/product/KpsnTW/pny-cs2130-1-tb-m2-2280-nvme-solid-state-drive-m280cs2130-1tb-rb,NVME,1000
storage,ADATA XPG GAMMIX S70 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (AGAMMIXS70-1T-C),https://cdna.pcpartpicker.com/static/forever/images/product/ec9cda2efb06d7c21bd4c83aa6ebd452.256p.jpg,https://pcpartpicker.com/product/DgTzK8/adata-xpg-gammix-s70-1-tb-m2-2280-nvme-solid-state-drive-agammixs70-1t-c,NVME,1000
storage,Toshiba XG5 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (KXG50ZNV1T02),https://cdna.pcpartpicker.com/static/forever/images/product/e57cd05ab9698351d7c7dc371aad7de6.256p.jpg,https://pcpartpicker.com/product/jd66Mp/toshiba-xg5-1tb-m2-2280-solid-state-drive-kxg50znv1t02,NVME,1000
storage,Nextorage G-Series 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (NE1N1TB/GHNN SYM),https://cdna.pcpartpicker.com/static/forever/images/product/500b4a18f8542f836953eca398889a2b.256p.jpg,https://pcpartpicker.com/product/NXxRsY/nextorage-g-series-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ne1n1tbghnn-sym,NVME,1000
storage,Netac NV2000 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (NT01NV2000-1T0-E4X),https://cdna.pcpartpicker.com/static/forever/images/product/2b36a2e9f5c4996f7da83158fe2b51f2.256p.jpg,https://pcpartpicker.com/product/7dmNnQ/netac-nv2000-1-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-nt01nv2000-1t0-e4x,NVME,1000
storage,TEAMGROUP T-Force Cardea II TUF Gaming Alliance 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (TM8FPB001T0C310),https://m.media-amazon.com/images/I/31-UYjFxAVL.jpg,https://pcpartpicker.com/product/LrgFf7/team-t-force-cardea-ii-tuf-gaming-alliance-1-tb-m2-2280-nvme-solid-state-drive-tm8fpb001t0c310,NVME,1000
storage,KingSpec XF-2280 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (XF-2280-1TB),https://m.media-amazon.com/images/I/41v7JH8oRrL.jpg,https://pcpartpicker.com/product/ksTp99/kingspec-xf-2280-1-tb-m2-2280-nvme-solid-state-drive-xf-2280-1tb,NVME,1000
storage,Transcend 110S 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (TS1TMTE110S),https://cdna.pcpartpicker.com/static/forever/images/product/f44afec3e50e865eb5ff597bfbc51656.256p.jpg,https://pcpartpicker.com/product/FkXYcf/transcend-110s-1-tb-m2-2280-nvme-solid-state-drive-ts1tmte110s,NVME,1000
storage,Seagate IronWolf 525 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (ZP1000NM3A002),https://cdna.pcpartpicker.com/static/forever/images/product/cf32f47026c9c28c30e9e7a7db39436e.256p.jpg,https://pcpartpicker.com/product/4sWzK8/seagate-ironwolf-525-1-tb-m2-2280-nvme-solid-state-drive-zp1000nm3a002,NVME,1000
storage,TEAMGROUP T-Force Cardea Ceramic C440 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (TM8FPA001T0C410),https://cdna.pcpartpicker.com/static/forever/images/product/763495e92a721e949a915d481e559800.256p.jpg,https://pcpartpicker.com/product/fCTp99/teamgroup-t-force-cardea-ceramic-c440-1-tb-m2-2280-nvme-solid-state-drive-tm8fpa001t0c410,NVME,1000
storage,Solidigm P41 Plus 1 TB M.2-2230 PCIe 4.0 X4 NVME Solid State Drive (SSDPFPNU010TZ01),https://cdna.pcpartpicker.com/static/forever/images/product/237236fc3296d59e372d69a8404dfccb.256p.jpg,https://pcpartpicker.com/product/srvD4D/solidigm-p41-plus-1-tb-m2-2230-pcie-40-x4-nvme-solid-state-drive-ssdpfpnu010tz01,NVME,1000
storage,Nextorage NEM-PA 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (NEM-PA1TB),https://cdna.pcpartpicker.com/static/forever/images/product/349466bd28902354fe18d7d23f63082a.256p.jpg,https://pcpartpicker.com/product/PmbTwP/nextorage-nem-pa-1-tb-m2-2280-nvme-solid-state-drive-nem-pa1tb,NVME,1000
storage,Inland TN320 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (1TB TN320 NVME),https://m.media-amazon.com/images/I/41s93FNi09L.jpg,https://pcpartpicker.com/product/W7hv6h/inland-tn320-1-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-1tb-tn320-nvme,NVME,1000
storage,Netac NV5000 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (NT01NV5000-1T0-E4X),https://m.media-amazon.com/images/I/31w6Ne73T5L.jpg,https://pcpartpicker.com/product/tHBzK8/netac-nv5000-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-nt01nv5000-1t0-e4x,NVME,1000
storage,ADATA ATOM 30 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (AATO-30-1TCI),https://m.media-amazon.com/images/I/31PXN8l-AdL.jpg,https://pcpartpicker.com/product/2zVmP6/adata-atom-30-1-tb-m2-2280-nvme-solid-state-drive-aato-30-1tci,NVME,1000
storage,KIOXIA EXCERIA PLUS G2 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (LRD20Z001TG8),https://cdna.pcpartpicker.com/static/forever/images/product/3f1519ba1df50f415e0e41dd05fac55d.256p.jpg,https://pcpartpicker.com/product/FbM48d/kioxia-exceria-plus-g2-1-tb-m2-2280-nvme-solid-state-drive-lrd20z001tg8,NVME,1000
storage,Patriot VPN100 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (VPN100-1TBM28H),https://cdna.pcpartpicker.com/static/forever/images/product/e0cb65cd2d53bdf3a8313e6b74bfa471.256p.jpg,https://pcpartpicker.com/product/NWNv6h/patriot-vpn100-1-tb-m2-2280-solid-state-drive-vpn100-1tbm28h,NVME,1000
storage,Seagate FireCuda 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (ZP1000GM30011),https://cdna.pcpartpicker.com/static/forever/images/product/11361d2f26ea6a8d456b6a3cf1cf8b67.256p.jpg,https://pcpartpicker.com/product/hJxbt6/seagate-firecuda-1-tb-m2-2280-nvme-solid-state-drive-zp1000gm30011,NVME,1000
storage,Seagate Beskar Ingot Drive Special Edition FireCuda 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (ZP1000GM30033),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/TLhFf7/seagate-beskar-ingot-drive-special-edition-firecuda-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-zp1000gm30033,NVME,1000
storage,Nextorage NE5N 1 TB M.2-2280 PCIe 5.0 X4 NVME Solid State Drive (NE5N1TB/FHHE SYM),https://cdna.pcpartpicker.com/static/forever/images/product/a031c0a66cf144151752d9a825b51096.256p.jpg,https://pcpartpicker.com/product/GspQzy/nextorage-ne5n-1-tb-m2-2280-pcie-50-x4-nvme-solid-state-drive-ne5n1tbfhhe-sym,NVME,1000
storage,Lenovo 4XB0W79582 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (4XB0W79582),https://m.media-amazon.com/images/I/41Oy+2fnGbL.jpg,https://pcpartpicker.com/product/kMmFf7/lenovo-1-tb-m2-2280-nvme-solid-state-drive-4xb0w79582,NVME,1000
storage,ADATA Falcon 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (AFALCON-1T-C),https://m.media-amazon.com/images/I/31TpOYF2FhL.jpg,https://pcpartpicker.com/product/vfcRsY/adata-falcon-1-tb-m2-2280-nvme-solid-state-drive-afalcon-1t-c,NVME,1000
storage,ADATA XPG GAMMIX S41 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (AGAMMIXS41-1T-C),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/LFZ9TW/adata-xpg-gammix-s41-1-tb-m2-2280-nvme-solid-state-drive-agammixs41-1t-c,NVME,1000
storage,Silicon Power XD80 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (SP001TBP34XD8005),https://cdna.pcpartpicker.com/static/forever/images/product/4b8c8f129cd4680e0d7448e585fc5071.256p.jpg,https://pcpartpicker.com/product/gQLFf7/silicon-power-xd80-1-tb-m2-2280-nvme-solid-state-drive-sp001tbp34xd8005,NVME,1000
storage,Patriot Viper Gaming VP4100 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (VP4100-1TBM28H),https://cdna.pcpartpicker.com/static/forever/images/product/df2a9414e4aec43c938df3a37b8f78b0.256p.jpg,https://pcpartpicker.com/product/vmkgXL/patriot-viper-gaming-vp4100-1-tb-m2-2280-nvme-solid-state-drive-vp4100-1tbm28h,NVME,1000
storage,Pioneer APS-SE20G-1T 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (APS-SE20G-1T),https://m.media-amazon.com/images/I/41fwnE4+h1L.jpg,https://pcpartpicker.com/product/GJkgXL/pioneer-1-tb-m2-2280-nvme-solid-state-drive-aps-se20g-1t,NVME,1000
storage,TEAMGROUP T-Create Classic 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (TM8FPH001T0C611),https://cdna.pcpartpicker.com/static/forever/images/product/965a3ec55f6394d8b933bfccf7b56b31.256p.jpg,https://pcpartpicker.com/product/KGLFf7/team-t-create-classic-1-tb-m2-2280-nvme-solid-state-drive-tm8fph001t0c611,NVME,1000
storage,Western Digital BLACK SN850 Call of Duty Edition 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (WDBB2F0010BNC-WRSN),https://cdna.pcpartpicker.com/static/forever/images/product/1d162f781fc92004401db3e1ca736c85.256p.jpg,https://pcpartpicker.com/product/LpqBD3/western-digital-black-sn850-1-tb-m2-2280-nvme-solid-state-drive-wdbb2f0010bnc-wrsn,NVME,1000
storage,Samsung SM961 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (MZVKW1T0HMLH-00000),https://cdna.pcpartpicker.com/static/forever/images/product/a7905c2bcf8543df553170381303f1e2.256p.jpg,https://pcpartpicker.com/product/Jn648d/samsung-sm961-1tb-m2-2280-solid-state-drive-mzvkw1t0hmlh-00000,NVME,1000
storage,ADATA Legend 740 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (ALEG-740-1TCS),https://cdna.pcpartpicker.com/static/forever/images/product/9b9976e414df369708f0abe6844b73fa.256p.jpg,https://pcpartpicker.com/product/Z2PQzy/adata-legend-740-1-tb-m2-2280-nvme-solid-state-drive-aleg-740-1tcs,NVME,1000
storage,Fastro MS150 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (MS150100TTS),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/4G7G3C/fastro-ms150-1-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-ms150100tts,NVME,1000
storage,Patriot P300 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (P300P1TBM28US),https://cdna.pcpartpicker.com/static/forever/images/product/60bfdc77a2f187a4342848e532a4190c.256p.jpg,https://pcpartpicker.com/product/9Ldrxr/patriot-p300-1-tb-m2-2280-nvme-solid-state-drive-p300p1tbm28us,NVME,1000
storage,ADATA SU800 1 TB M.2-2280 SATA Solid State Drive (ASU800NS38-1TT-C),https://m.media-amazon.com/images/I/41oifNce1pL.jpg,https://pcpartpicker.com/product/hCjJ7P/adata-su800-1-tb-m2-2280-solid-state-drive-asu800ns38-1tt-c,NVME,1000
storage,Micron 2200 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (MTFDHBA1T0TCK-1AT1AA),https://cdna.pcpartpicker.com/static/forever/images/product/33f61e84942728a8017e097a4252abf2.256p.jpg,https://pcpartpicker.com/product/pXCD4D/micron-2200-1-tb-m2-2280-nvme-solid-state-drive-mtfdhba1t0tck-1at1aa,NVME,1000
storage,Addlink S70 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (ad1TBS70M2P),https://m.media-amazon.com/images/I/41WnMdD4JVL.jpg,https://pcpartpicker.com/product/Y6zhP6/addlink-s70-1-tb-m2-2280-nvme-solid-state-drive-ad1tbs70m2p,NVME,1000
storage,AITC Kingsman KE680 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (AIKE680M1TB228),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/DVFmP6/aitc-kingsman-ke680-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-aike680m1tb228,NVME,1000
storage,Apacer AS2280Q4 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (AP1TBAS2280Q4-1),https://cdna.pcpartpicker.com/static/forever/images/product/03f08a8d847342d8847df90f63742f6a.256p.jpg,https://pcpartpicker.com/product/VCbTwP/apacer-as2280q4-1-tb-m2-2280-nvme-solid-state-drive-ap1tbas2280q4-1,NVME,1000
storage,Intel 660p 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (SSDPEKNW010T8XT),https://cdna.pcpartpicker.com/static/forever/images/product/af52e1f50edc53aed35cfd2bbdaac387.256p.jpg,https://pcpartpicker.com/product/TKZzK8/intel-660p-1-tb-m2-2280-nvme-solid-state-drive-ssdpeknw010t8xt,NVME,1000
storage,Western Digital PC SN730 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (SDBPNTY-1TOO),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/62cG3C/western-digital-pc-sn730-1-tb-m2-2280-nvme-solid-state-drive-sdbpnty-1too,NVME,1000
storage,PNY CS900 1 TB M.2-2280 SATA Solid State Drive (M280CS900-1TB-RB),https://cdna.pcpartpicker.com/static/forever/images/product/85b08ac704742d9f1a680568b7c66230.256p.jpg,https://pcpartpicker.com/product/dgJgXL/pny-cs900-1-tb-m2-2280-solid-state-drive-m280cs900-1tb-rb,NVME,1000
storage,Verbatim Vi560 1 TB M.2-2280 SATA Solid State Drive (70385),https://cdna.pcpartpicker.com/static/forever/images/product/689bef54979a4350de6f7393c908d388.256p.jpg,https://pcpartpicker.com/product/sfRgXL/verbatim-vi560-1-tb-m2-2280-solid-state-drive-70385,NVME,1000
storage,ADATA XPG SX6000 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (ASX6000NP-1TT-C),https://m.media-amazon.com/images/I/51+uWBgYyEL.jpg,https://pcpartpicker.com/product/3ftQzy/adata-xpg-sx6000-1tb-m2-2280-solid-state-drive-asx6000np-1tt-c,NVME,1000
storage,MSI SPATIUM M460 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (SPATIUM-M460-1TB),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/c4t9TW/msi-spatium-m460-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-spatium-m460-1tb,NVME,1000
storage,Fantom Drives VENOM8 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (VM8X10),https://cdna.pcpartpicker.com/static/forever/images/product/9807d1ab916177dc27510c865528c038.256p.jpg,https://pcpartpicker.com/product/4cfxFT/fantom-drives-venom8-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-vm8x10,NVME,1000
storage,TEAMGROUP MP44S 1 TB M.2-2230 PCIe 4.0 X4 NVME Solid State Drive (TM5FF3001T0C101),https://cdna.pcpartpicker.com/static/forever/images/product/0128b563285bd54e0930a3766fc35f26.256p.jpg,https://pcpartpicker.com/product/dYNYcf/teamgroup-mp44s-1-tb-m2-2230-pcie-40-x4-nvme-solid-state-drive-tm5ff3001t0c101,NVME,1000
storage,TEAMGROUP Cardea II 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (TM8FP5001T0C110),https://cdna.pcpartpicker.com/static/forever/images/product/bb6fc086c6a4eb306762fdabec588319.256p.jpg,https://pcpartpicker.com/product/tZn8TW/team-cardea-ii-1-tb-m2-2280-nvme-solid-state-drive-tm8fp5001t0c110,NVME,1000
storage,Western Digital SanDisk Extreme PRO 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (SDSSDXPM2-1T00-G25),https://m.media-amazon.com/images/I/41y0E7kpZgL.jpg,https://pcpartpicker.com/product/tQKKHx/western-digital-extreme-pro-1-tb-m2-2280-nvme-solid-state-drive-sdssdxpm2-1t00-g25,NVME,1000
storage,Addlink S90 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (ad1TBS90M2P),https://m.media-amazon.com/images/I/41XdV6LEh-L.jpg,https://pcpartpicker.com/product/6cKKHx/addlink-s90-1-tb-m2-2280-nvme-solid-state-drive-ad1tbs90m2p,NVME,1000
storage,PNY XLR8 CS3040 w/Heatsink 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (M280CS3040HS-1TB-RB),https://cdna.pcpartpicker.com/static/forever/images/product/fc325881625359f0b04d520ea0429248.256p.jpg,https://pcpartpicker.com/product/KGJgXL/pny-xlr8-cs3040-heatsink-1-tb-m2-2280-nvme-solid-state-drive-m280cs3040hs-1tb-rb,NVME,1000
storage,Klevv CRAS C720 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (K01TBM2SP0-C72),https://m.media-amazon.com/images/I/41UNx66q2qS.jpg,https://pcpartpicker.com/product/xCTp99/klevv-cras-c720-1-tb-m2-2280-nvme-solid-state-drive-k01tbm2sp0-c72,NVME,1000
storage,KingSpec NE-2280 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (NE-2280-1TB),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/8vrRsY/kingspec-ne-2280-1-tb-m2-2280-nvme-solid-state-drive-ne-2280-1tb,NVME,1000
storage,ADATA XPG GAMMIX S50 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (AGAMMIXS50-1TT-C),https://cdna.pcpartpicker.com/static/forever/images/product/98916d132241ce64f4cc30f52a70bbfe.256p.jpg,https://pcpartpicker.com/product/bwqBD3/adata-xpg-gammix-s50-1-tb-m2-2280-nvme-solid-state-drive-agammixs50-1tt-c,NVME,1000
storage,PNY CS2240 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (M280CS2240-1TB-RB),https://m.media-amazon.com/images/I/415H3Zl2fTL.jpg,https://pcpartpicker.com/product/ZqsV3C/pny-cs2240-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-m280cs2240-1tb-rb,NVME,1000
storage,Transcend 250H 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (TS1TMTE250H),https://m.media-amazon.com/images/I/41OL3y5doIL.jpg,https://pcpartpicker.com/product/HJ88TW/transcend-250h-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-ts1tmte250h,NVME,1000
storage,Netac NV5000-N 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (NT01NV5000N-1T0-E4X),https://cdna.pcpartpicker.com/static/forever/images/product/26513456fd90ee4efb8957c6316766c1.256p.jpg,https://pcpartpicker.com/product/Kx6NnQ/netac-nv5000-n-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-nt01nv5000n-1t0-e4x,NVME,1000
storage,ADATA XPG ASX8600 Pro 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (ASX8600PRO-1T-CS),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/C9cgXL/adata-xpg-asx8600-pro-1-tb-m2-2280-pcie-30-x4-nvme-solid-state-drive-asx8600pro-1t-cs,NVME,1000
storage,GeIL Zenith P4L 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (GZ80P4L-1TBP),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/B8ZXsY/geil-zenithp4l-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-gz80p4l-1tbp,NVME,1000
storage,Intel Pro 6000p 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (SSDPEKKF010T7X1),https://cdna.pcpartpicker.com/static/forever/images/product/fec0f6f934dea7f74ff061d6f84d47c5.256p.jpg,https://pcpartpicker.com/product/B2yxFT/intel-pro-6000p-1tb-m2-2280-solid-state-drive-ssdpekkf010t7x1,NVME,1000
storage,Addlink S95 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (ad1TBS95M2P),https://m.media-amazon.com/images/I/41HNay0A90L.jpg,https://pcpartpicker.com/product/kG4Ycf/addlink-s95-1-tb-m2-2280-nvme-solid-state-drive-ad1tbs95m2p,NVME,1000
storage,ADATA ATOM 50 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (AATO-50-1TCI),https://m.media-amazon.com/images/I/31PXN8l-AdL.jpg,https://pcpartpicker.com/product/6Kt9TW/adata-atom-50-1-tb-m2-2280-nvme-solid-state-drive-aato-50-1tci,NVME,1000
storage,Patriot VPR100 RGB 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (VPR100-1TBM28H),https://m.media-amazon.com/images/I/41Ioh8W+m6L.jpg,https://pcpartpicker.com/product/vc4BD3/patriot-vpr100-rgb-1-tb-m2-2280-nvme-solid-state-drive-vpr100-1tbm28h,NVME,1000
storage,Toshiba XG3 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (THNSN51T02DU7),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/dnwkcf/toshiba-xg3-1-tb-m2-2280-nvme-solid-state-drive-thnsn51t02du7,NVME,1000
storage,TEAMGROUP T-Force Cardea Zero Z340 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (TM8FP9001T0C311),https://cdna.pcpartpicker.com/static/forever/images/product/addc99cfc357264f36546dbbfab7c58c.256p.jpg,https://pcpartpicker.com/product/g6wkcf/team-t-force-cardea-zero-z340-1-tb-m2-2280-nvme-solid-state-drive-tm8fp9001t0c311,NVME,1000
storage,Silicon Power UD70 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (SP01KGBP34UD7005),https://cdna.pcpartpicker.com/static/forever/images/product/9c2ac836dd818d06e832bf8cb44cff74.256p.jpg,https://pcpartpicker.com/product/L4tKHx/silicon-power-ud70-1-tb-m2-2280-nvme-solid-state-drive-sp01kgbp34ud7005,NVME,1000
storage,Apacer PP3480 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (AP1TPP3480-R),https://cdna.pcpartpicker.com/static/forever/images/product/cdf1d92aae7d93a3510debb716570c61.256p.jpg,https://pcpartpicker.com/product/mRJgXL/apacer-pp3480-1-tb-m2-2280-nvme-solid-state-drive-ap1tpp3480-r,NVME,1000
storage,TEAMGROUP T-Create Expert 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (TM8FPF001T0C711),https://m.media-amazon.com/images/I/31Hp7TRWzrS.jpg,https://pcpartpicker.com/product/FpH7YJ/team-t-create-expert-1-tb-m2-2280-nvme-solid-state-drive-tm8fpf001t0c711,NVME,1000
storage,Intel Pro 7600p 1 TB M.2-2280 PCIe 3.0 X4 NVME Solid State Drive (SSDPEKKF010T8X1),https://cdna.pcpartpicker.com/static/forever/images/product/82b9a42e11b296ba7cbadc4c1e20c29d.256p.jpg,https://pcpartpicker.com/product/9VVD4D/intel-pro-7600p-1-tb-m2-2280-nvme-solid-state-drive-ssdpekkf010t8x1,NVME,1000
storage,TEAMGROUP T-Create Classic DL 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (TM8FPM001T0C329),https://m.media-amazon.com/images/I/31y4Xvbrk1L.jpg,https://pcpartpicker.com/product/FPzXsY/teamgroup-t-create-classic-dl-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-tm8fpm001t0c329,NVME,1000
storage,Western Digital PC SN740 Pyrite 1 TB M.2-2230 PCIe 4.0 X4 NVME Solid State Drive (SDDPTQD-1T00),https://cdna.pcpartpicker.com/static/forever/images/product/72cda3628b171aaf7507bb2fd614f4fa.256p.jpg,https://pcpartpicker.com/product/6tQKHx/western-digital-pc-sn740-pyrite-1-tb-m2-2230-pcie-40-x4-nvme-solid-state-drive-sddptqd-1t00,NVME,1000
storage,Acer Predator GM7 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (BL.9BWWR.118),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/YPKscf/acer-predator-gm7-1-tb-m2-2280-pcie-40-x4-nvme-solid-state-drive-bl9bwwr118,NVME,1000
storage,Addlink S91 1 TB M.2-2230 PCIe 4.0 X4 NVME Solid State Drive (ad1TBS91M2P),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/KJtLrH/addlink-s91-1-tb-m2-2230-pcie-40-x4-nvme-solid-state-drive-ad1tbs91m2p,NVME,1000
storage,Addlink A95 1 TB M.2-2280 PCIe 4.0 X4 NVME Solid State Drive (ad1TBA95M2P),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/vLTp99/addlink-a95-1-tb-m2-2280-nvme-solid-state-drive-ad1tba95m2p,NVME,1000
