partType,name,image,url,type
cooler,NZXT Kraken X52 Liquid CPU Cooler (RL-KRX52-01),https://cdna.pcpartpicker.com/static/forever/images/product/11db17a44ea85058c98b34ddca6792d7.256p.jpg,https://pcpartpicker.com/product/xn8H99/nzxt-kraken-x52-liquid-cpu-cooler-rl-krx52-01,liquid
cooler,Corsair iCUE LINK H100i RGB 63.1 CFM Liquid CPU Cooler (CW-9061005-WW),https://cdna.pcpartpicker.com/static/forever/images/product/c1db69037915b13276da7179abb41ee2.256p.jpg,https://pcpartpicker.com/product/nNvD4D/corsair-icue-link-h100i-rgb-631-cfm-liquid-cpu-cooler-cw-9061005-ww,liquid
cooler,Phanteks Glacier One 360 T30 Gen2 101 CFM Liquid CPU Cooler (PH-GO360T30_DAG02),https://cdna.pcpartpicker.com/static/forever/images/product/c15d4aa5798798c624d22b483f23223a.256p.jpg,https://pcpartpicker.com/product/zvWJ7P/phanteks-glacier-one-360-t30-gen2-101-cfm-liquid-cpu-cooler-ph-go360t30_dag02,liquid
cooler,be quiet! Pure Loop 120 Liquid CPU Cooler (BW005),https://cdna.pcpartpicker.com/static/forever/images/product/8d457a5d5f306108e44f1b0fa8cfeda8.256p.jpg,https://pcpartpicker.com/product/ZkhmP6/be-quiet-pure-loop-120-liquid-cpu-cooler-bw005,liquid
cooler,Gelid Solutions Liquid 120 Liquid CPU Cooler (CC-AIO-120-A),https://m.media-amazon.com/images/I/41yflQ+vuFL.jpg,https://pcpartpicker.com/product/7fyH99/gelid-solutions-liquid-120-liquid-cpu-cooler-cc-aio-120-a,liquid
cooler,MSI MAG CORELIQUID R 84.36 CFM Liquid CPU Cooler (MAG CORELIQUID 280R),https://cdna.pcpartpicker.com/static/forever/images/product/41fdc6171128446b67cb2baf10e75d5d.256p.jpg,https://pcpartpicker.com/product/pcM48d/msi-mag-coreliquid-r-8436-cfm-liquid-cpu-cooler-mag-coreliquid-280r,liquid
cooler,ID-COOLING FROSTFLOW X 74.5 CFM Liquid CPU Cooler (FROSTFLOW X 240),https://cdna.pcpartpicker.com/static/forever/images/product/e35753cbf265ef2b0edebf1c84825012.256p.jpg,https://pcpartpicker.com/product/MjJmP6/id-cooling-frostflow-x-745-cfm-liquid-cpu-cooler-frostflow-x-240,liquid
cooler,Deepcool LE520 85.85 CFM Liquid CPU Cooler (R-LE520-BKAMMN-G-1),https://cdna.pcpartpicker.com/static/forever/images/product/8cec6d2363455f95d71152f1875b2884.256p.jpg,https://pcpartpicker.com/product/qTrqqs/deepcool-le520-8585-cfm-liquid-cpu-cooler-r-le520-bkammn-g-1,liquid
cooler,Gigabyte AORUS WATERFORCE X 89.18 CFM Liquid CPU Cooler (AORUS WATERFORCE X 280),https://cdna.pcpartpicker.com/static/forever/images/product/55326d7d2dbf84af44ad5d994227b181.256p.jpg,https://pcpartpicker.com/product/TP8bt6/gigabyte-aorus-waterforce-x-8918-cfm-liquid-cpu-cooler-aorus-waterforce-x-280,liquid
cooler,Thermaltake TH420 ARGB Sync 84.32 CFM Liquid CPU Cooler (CL-W369-PL14SW-A),https://m.media-amazon.com/images/I/41V+QuUU3hL.jpg,https://pcpartpicker.com/product/D2RwrH/thermaltake-th420-argb-sync-8432-cfm-liquid-cpu-cooler-cl-w369-pl14sw-a,liquid
cooler,EK AIO Basic 360 77 CFM Liquid CPU Cooler (EK-AIO Basic 360),https://cdna.pcpartpicker.com/static/forever/images/product/e7c0ad9aa8d3dab05aa52b9224e0872e.256p.jpg,https://pcpartpicker.com/product/znH7YJ/ek-aio-basic-360-77-cfm-liquid-cpu-cooler-ek-aio-basic-360,liquid
cooler,Corsair H150i PRO 47.3 CFM Liquid CPU Cooler (CW-9060031-WW),https://cdna.pcpartpicker.com/static/forever/images/product/d6cd9f2d284073d0a9f43b7c87ca42c4.256p.jpg,https://pcpartpicker.com/product/brVD4D/corsair-h150i-pro-473-cfm-liquid-cpu-cooler-cw-9060031-ww,liquid
cooler,EVGA CLC 120 CL11 58.87 CFM Liquid CPU Cooler (400-HY-CL11-V1),https://images-eu.ssl-images-amazon.com/images/I/41Sb0LQL0ML.jpg,https://pcpartpicker.com/product/FTDJ7P/evga-clc-120-cl11-5887-cfm-liquid-cpu-cooler-400-hy-cl11-v1,liquid
cooler,Fractal Design Celsius S24 87.6 CFM Liquid CPU Cooler (FD-WCU-CELSIUS-S24-BK),https://cdna.pcpartpicker.com/static/forever/images/product/8f513549c3aee4c86ffc997c3f19949a.256p.jpg,https://pcpartpicker.com/product/nfzZxr/fractal-design-celsius-s24-876-cfm-liquid-cpu-cooler-fd-wcu-celsius-s24-bk,liquid
cooler,Cooler Master MasterLiquid ML240L RGB 66.7 CFM Liquid CPU Cooler (MLW-D24M-A20PC-R1),https://cdna.pcpartpicker.com/static/forever/images/product/a34cda2e4fd2837ff90811e8395be84b.256p.jpg,https://pcpartpicker.com/product/RcdFf7/cooler-master-masterliquid-ml240l-rgb-667-cfm-liquid-cpu-cooler-mlw-d24m-a20pc-r1,liquid
cooler,MSI MPG CORELIQUID K240 77.4 CFM Liquid CPU Cooler (MPG CoreLiquid K240),https://cdna.pcpartpicker.com/static/forever/images/product/dcc5fa871e9b557eff1d60c033507f61.256p.jpg,https://pcpartpicker.com/product/Pp8bt6/msi-mpg-coreliquid-k240-774-cfm-liquid-cpu-cooler-mpg-coreliquid-k240,liquid
cooler,Asus ROG RYUO III 240 ARGB 70.07 CFM Liquid CPU Cooler (ROG RYUO III 240 ARGB),https://cdna.pcpartpicker.com/static/forever/images/product/6a05bcd998466123f06f10896fb9183d.256p.jpg,https://pcpartpicker.com/product/78Fbt6/asus-rog-ryuo-iii-240-argb-7007-cfm-liquid-cpu-cooler-rog-ryuo-iii-240-argb,liquid
cooler,Thermaltake TOUGHLIQUID Ultra 119.1 CFM Liquid CPU Cooler (CL-W366-PL14BL-A),https://cdna.pcpartpicker.com/static/forever/images/product/cf570db85b471c0fcdd82742d4bf30a3.256p.jpg,https://pcpartpicker.com/product/MZ88TW/thermaltake-toughliquid-ultra-1191-cfm-liquid-cpu-cooler-cl-w366-pl14bl-a,liquid
cooler,Phanteks Glacier One 240 T30 Gen2 101 CFM Liquid CPU Cooler (PH-GO240T30_DAG02),https://cdna.pcpartpicker.com/static/forever/images/product/18fd64074d82b66030614ec06573f7b7.256p.jpg,https://pcpartpicker.com/product/jGcgXL/phanteks-glacier-one-240-t30-gen2-101-cfm-liquid-cpu-cooler-ph-go240t30_dag02,liquid
cooler,be quiet! Silent Loop 2 280 77.57 CFM Liquid CPU Cooler (BW011),https://cdna.pcpartpicker.com/static/forever/images/product/7c52aa1022b8b4a82e8c2cbf6c370edc.256p.jpg,https://pcpartpicker.com/product/fQqPxr/be-quiet-silent-loop-2-280-7757-cfm-liquid-cpu-cooler-bw011,liquid
cooler,be quiet! Silent Loop 2 240 73.33 CFM Liquid CPU Cooler (BW010),https://cdna.pcpartpicker.com/static/forever/images/product/edf17b4c3f99a14febe9151056f07b6f.256p.jpg,https://pcpartpicker.com/product/4cqPxr/be-quiet-silent-loop-2-240-7333-cfm-liquid-cpu-cooler-bw010,liquid
cooler,Enermax Liqmax III 120 RGB 90.1 CFM Liquid CPU Cooler (ELC-LMT120-HF),https://cdna.pcpartpicker.com/static/forever/images/product/0e0280f66268a80e104b3c99a9219ffa.256p.jpg,https://pcpartpicker.com/product/6nLwrH/enermax-liqmax-iii-120-rgb-901-cfm-liquid-cpu-cooler-elc-lmt120-hf,liquid
cooler,Fractal Design Lumen S36 V2 56 CFM Liquid CPU Cooler (FD-W-L1-S3611),https://cdna.pcpartpicker.com/static/forever/images/product/afdfb5a2e509672a174c0280bac2f4b3.256p.jpg,https://pcpartpicker.com/product/psXV3C/fractal-design-lumen-s36-v2-56-cfm-liquid-cpu-cooler-fd-w-l1-s3611,liquid
cooler,Asus ROG STRIX LC 360 RGB White Edition 80.95 CFM Liquid CPU Cooler (ROG STRIX LC 360 RGB White),https://m.media-amazon.com/images/I/41eL2uyqecL.jpg,https://pcpartpicker.com/product/7RXYcf/asus-rog-strix-lc-360-rgb-white-edition-8095-cfm-liquid-cpu-cooler-rog-strix-lc-360-rgb-white,liquid
cooler,Alphacool Eisbaer Pro Aurora 90.7 CFM Liquid CPU Cooler (11774),https://cdna.pcpartpicker.com/static/forever/images/product/8af75642009d2cb5ec4f4c803ff8ffeb.256p.jpg,https://pcpartpicker.com/product/DG3NnQ/alphacool-eisbaer-pro-aurora-907-cfm-liquid-cpu-cooler-11774,liquid
cooler,Deepcool LE720 85.85 CFM Liquid CPU Cooler (R-LE720-BKAMMN-G-1),https://cdna.pcpartpicker.com/static/forever/images/product/6e808a9411c7a35c63e448e1019ada10.256p.jpg,https://pcpartpicker.com/product/QX26Mp/deepcool-le720-8585-cfm-liquid-cpu-cooler-r-le720-bkammn-g-1,liquid
cooler,EK AIO 360 D-RGB 66.04 CFM Liquid CPU Cooler (EK-AIO 360 D-RGB),https://cdna.pcpartpicker.com/static/forever/images/product/cb96d9e5a99db509e759e8fe442a654d.256p.jpg,https://pcpartpicker.com/product/yLBhP6/ek-aio-360-d-rgb-6604-cfm-liquid-cpu-cooler-ek-aio-360-d-rgb,liquid
cooler,EVGA CLCx 360 73.15 CFM Liquid CPU Cooler (400-HY-CX36-V1),https://cdna.pcpartpicker.com/static/forever/images/product/a1932770d9520afdc615e969ee23868d.256p.jpg,https://pcpartpicker.com/product/DGKKHx/evga-clcx-360-7315-cfm-liquid-cpu-cooler-400-hy-cx36-v1,liquid
cooler,Deepcool LE500 Marrs 85.85 CFM Liquid CPU Cooler (R-LE500-BKLNMG-G-1),https://cdna.pcpartpicker.com/static/forever/images/product/c9223b5f6283fda662cc2d4133945bed.256p.jpg,https://pcpartpicker.com/product/RQRwrH/deepcool-le500-marrs-8585-cfm-liquid-cpu-cooler-r-le500-bklnmg-g-1,liquid
cooler,ENDORFY Navis F240 Liquid CPU Cooler (EY3B001),https://m.media-amazon.com/images/I/31fvFzUv3tL.jpg,https://pcpartpicker.com/product/8zKscf/endorfy-navis-f240-liquid-cpu-cooler-ey3b001,liquid
cooler,Corsair H110i 113 CFM Liquid CPU Cooler (CW-9060026-WW),https://m.media-amazon.com/images/I/41UGT+ccR7L.jpg,https://pcpartpicker.com/product/3XyxFT/corsair-h110i-113-cfm-liquid-cpu-cooler-cw-9060026-ww,liquid
cooler,Cooler Master MasterLiquid PL240 FLUX 72.37 CFM Liquid CPU Cooler (MLY-D24M-A23PZ-R1),https://cdna.pcpartpicker.com/static/forever/images/product/7de5c193e1a45fc0bd4078edb5ee61ad.256p.jpg,https://pcpartpicker.com/product/bqXJ7P/cooler-master-masterliquid-pl240-flux-7237-cfm-liquid-cpu-cooler-mly-d24m-a23pz-r1,liquid
cooler,Corsair H115i PRO 55.4 CFM Liquid CPU Cooler (CW-9060032-WW),https://cdna.pcpartpicker.com/static/forever/images/product/018e9b047efd62d8fe78fc3e6d4f5d62.256p.jpg,https://pcpartpicker.com/product/W6RzK8/corsair-h115i-pro-554-cfm-liquid-cpu-cooler-cw-9060032-ww,liquid
cooler,Antec VORTEX 360 57.93 CFM Liquid CPU Cooler (0-761345-74047-0),https://cdna.pcpartpicker.com/static/forever/images/product/ee53c6842b0870314574b2530aa2b266.256p.jpg,https://pcpartpicker.com/product/KBwypg/antec-vortex-360-5793-cfm-liquid-cpu-cooler-0-761345-74047-0,liquid
cooler,Fractal Design Lumen S24 V2 56 CFM Liquid CPU Cooler (FD-W-L1-S2411),https://cdna.pcpartpicker.com/static/forever/images/product/993d12341e2910981be11bd3e787914e.256p.jpg,https://pcpartpicker.com/product/q7YRsY/fractal-design-lumen-s24-v2-56-cfm-liquid-cpu-cooler-fd-w-l1-s2411,liquid
cooler,Alphacool Eisbaer Extreme 61.2 CFM Liquid CPU Cooler (11594),https://m.media-amazon.com/images/I/41fN8L2WMNL.jpg,https://pcpartpicker.com/product/ByWJ7P/alphacool-eisbaer-extreme-612-cfm-liquid-cpu-cooler-11594,liquid
cooler,Corsair H80i v2 70.69 CFM Liquid CPU Cooler (CW-9060024-WW),https://images-fe.ssl-images-amazon.com/images/I/41vqiDrvrIL.jpg,https://pcpartpicker.com/product/9FgPxr/corsair-h80i-v2-7069-cfm-liquid-cpu-cooler-cw-9060024-ww,liquid
cooler,Cooler Master MasterLiquid ML120R RGB 66.7 CFM Liquid CPU Cooler (MLX-D12M-A20PC-R1),https://cdna.pcpartpicker.com/static/forever/images/product/3deec0e55023fbed6eef4a89cb89713c.256p.jpg,https://pcpartpicker.com/product/7tQG3C/cooler-master-masterliquid-ml120r-rgb-667-cfm-liquid-cpu-cooler-mlx-d12m-a20pc-r1,liquid
cooler,Asus ROG RYUO III 360 ARGB WHITE EDITION 70.07 CFM Liquid CPU Cooler (ROG RYUO III 360 ARGB WHITE EDITION),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/8rytt6/asus-rog-ryuo-iii-360-argb-white-edition-7007-cfm-liquid-cpu-cooler-rog-ryuo-iii-360-argb-white-edition,liquid
cooler,ENDORFY Navis F360 Liquid CPU Cooler (EY3B003),https://m.media-amazon.com/images/I/31xOZ9Lp0wL.jpg,https://pcpartpicker.com/product/kzKscf/endorfy-navis-f360-liquid-cpu-cooler-ey3b003,liquid
cooler,ID-COOLING PINKFLOW 240 Diamond 55.2 CFM Liquid CPU Cooler (PINKFLOW 240 Diamond),https://cdna.pcpartpicker.com/static/forever/images/product/af417d520c0d9b1de0c7ad56f94ff9bd.256p.jpg,https://pcpartpicker.com/product/XHPQzy/id-cooling-pinkflow-240-diamond-552-cfm-liquid-cpu-cooler-pinkflow-240-diamond,liquid
cooler,Deepcool CASTLE 280EX 97.03 CFM Liquid CPU Cooler (DP-GS-H14AR-CSL280EX),https://cdna.pcpartpicker.com/static/forever/images/product/62a622e106743d863790f9701e3707fc.256p.jpg,https://pcpartpicker.com/product/WPTzK8/deepcool-castle-280ex-9703-cfm-liquid-cpu-cooler-dp-gs-h14ar-csl280ex,liquid
cooler,Razer Hanbo Chroma Liquid CPU Cooler (RC21-01770100-R3M1),https://cdna.pcpartpicker.com/static/forever/images/product/551197ef146855b3fdc9403642420917.256p.jpg,https://pcpartpicker.com/product/L9pzK8/razer-hanbo-chroma-liquid-cpu-cooler-rc21-01770100-r3m1,liquid
cooler,Deepcool CASTLE 360EX 64.4 CFM Liquid CPU Cooler (CASTLE 360EX),https://cdna.pcpartpicker.com/static/forever/images/product/ab1bf1d96723569a922f4e8d941aa6bb.256p.jpg,https://pcpartpicker.com/product/K4848d/deepcool-castle-360ex-644-cfm-liquid-cpu-cooler-castle-360ex,liquid
cooler,RAIJINTEK EOS 240 RBW 75 CFM Liquid CPU Cooler (0R10B00174),https://cdna.pcpartpicker.com/static/forever/images/product/4a381cb6c4231628a99416562e8acb43.256p.jpg,https://pcpartpicker.com/product/vM7p99/raijintek-eos-240-rbw-75-cfm-liquid-cpu-cooler-0r10b00174,liquid
cooler,Asus ROG Ryujin III ARGB 70.07 CFM Liquid CPU Cooler (90RC00K1-M0UAY0),https://cdna.pcpartpicker.com/static/forever/images/product/1339110670939a328c3af6689b8bd9ec.256p.jpg,https://pcpartpicker.com/product/M3wmP6/asus-rog-ryujin-iii-argb-7007-cfm-liquid-cpu-cooler-90rc00k1-m0uay0,liquid
cooler,Thermaltake TOUGHLIQUID Ultra RGB 107 CFM Liquid CPU Cooler (CL-W370-PL14SW-A),https://cdna.pcpartpicker.com/static/forever/images/product/003e23d113f8b1ae0c20222f0dce374c.256p.jpg,https://pcpartpicker.com/product/CbjRsY/thermaltake-toughliquid-ultra-rgb-107-cfm-liquid-cpu-cooler-cl-w370-pl14sw-a,liquid
cooler,Thermaltake Floe Riing RGB 280 TT Premium Edition 63.19 CFM Liquid CPU Cooler (CL-W167-PL14SW-A),https://m.media-amazon.com/images/I/51lFEKH1qZL.jpg,https://pcpartpicker.com/product/DN38TW/thermaltake-floe-riing-rgb-280-tt-premium-edition-6319-cfm-liquid-cpu-cooler-cl-w167-pl14sw-a,liquid
cooler,Asus ROG RYUJIN 360 121.8 CFM Liquid CPU Cooler (ROG RYUJIN 360),https://cdna.pcpartpicker.com/static/forever/images/product/d6493566dc09c44106d3f1ecbaf8ea3d.256p.jpg,https://pcpartpicker.com/product/Kv7v6h/asus-rog-ryujin-360-1218-cfm-liquid-cpu-cooler-rog-ryujin-360,liquid
cooler,TEAMGROUP SIREN GD240E 93.97 CFM Liquid CPU Cooler (TB120602),https://cdna.pcpartpicker.com/static/forever/images/product/a574ec9f5e4aaed332e4a0f83567c56b.256p.jpg,https://pcpartpicker.com/product/F6nypg/teamgroup-siren-gd240e-9397-cfm-liquid-cpu-cooler-tb120602,liquid
cooler,Thermaltake TH120 ARGB Sync 59.28 CFM Liquid CPU Cooler (CL-W285-PL12SW-A),https://cdna.pcpartpicker.com/static/forever/images/product/d7f04074b0b06fcdeda99d3eef54cc19.256p.jpg,https://pcpartpicker.com/product/p7LwrH/thermaltake-th120-argb-sync-5928-cfm-liquid-cpu-cooler-cl-w285-pl12sw-a,liquid
cooler,Corsair H115i 104.65 CFM Liquid CPU Cooler (CW-9060027-WW),https://cdna.pcpartpicker.com/static/forever/images/product/b82b5121048a978da711b4f8e199e4a6.256p.jpg,https://pcpartpicker.com/product/RH2rxr/corsair-h115i-10465-cfm-liquid-cpu-cooler-cw-9060027-ww,liquid
cooler,Deepcool Gammaxx L360 V2 69.34 CFM Liquid CPU Cooler (DP-H12RF-GL360V2C),https://cdna.pcpartpicker.com/static/forever/images/product/8c724505a094e7f4a4805abfc7217f27.256p.jpg,https://pcpartpicker.com/product/r6K2FT/deepcool-gammaxx-l360-v2-6934-cfm-liquid-cpu-cooler-dp-h12rf-gl360v2c,liquid
cooler,MSI MPG CORELIQUID K360 V2 77.4 CFM Liquid CPU Cooler (MPG CORELIQUID K360 V2),https://cdna.pcpartpicker.com/static/forever/images/product/922c628607f81bc55ebb6023b284be3f.256p.jpg,https://pcpartpicker.com/product/sh8bt6/msi-mpg-coreliquid-k360-v2-774-cfm-liquid-cpu-cooler-mpg-coreliquid-k360-v2,liquid
cooler,Lian Li Galahad II Trinity SL-INF 61.3 CFM Liquid CPU Cooler (GA2T36INB),https://cdna.pcpartpicker.com/static/forever/images/product/9a5bcf4f476d82ad6aff9287d2cb0b3a.256p.jpg,https://pcpartpicker.com/product/hQfxFT/lian-li-galahad-ii-trinity-sl-inf-613-cfm-liquid-cpu-cooler-ga2t36inb,liquid
cooler,Asus ROG STRIX LC II 280 ARGB 102.3 CFM Liquid CPU Cooler (ROG STRIX LC II 280 ARGB),https://cdna.pcpartpicker.com/static/forever/images/product/3a6396e059247aa5c49a6f2dbbe853df.256p.jpg,https://pcpartpicker.com/product/fTPQzy/asus-rog-strix-lc-ii-280-argb-1023-cfm-liquid-cpu-cooler-rog-strix-lc-ii-280-argb,liquid
cooler,Fractal Design Celsius+ S28 Prisma PWM ARGB 103.9 CFM Liquid CPU Cooler (FD-W-2-S2802),https://cdna.pcpartpicker.com/static/forever/images/product/c816c7ddd77dd96bfb07cc1626f70ef4.256p.jpg,https://pcpartpicker.com/product/yjsnTW/fractal-design-celsius-s28-prisma-pwm-argb-1039-cfm-liquid-cpu-cooler-fd-w-2-s2802,liquid
cooler,MSI MAG CORELIQUID R 78.73 CFM Liquid CPU Cooler (MAG CORE LIQUID 240R),https://cdna.pcpartpicker.com/static/forever/images/product/c36d414a2655bffc7f11ffba68791e72.256p.jpg,https://pcpartpicker.com/product/ssCFf7/msi-mag-coreliquid-r-7873-cfm-liquid-cpu-cooler-mag-core-liquid-240r,liquid
cooler,Corsair H55 57 CFM Liquid CPU Cooler (H55),https://cdna.pcpartpicker.com/static/forever/images/product/961e83ddbfdf1652833c5ec91e45ee8f.256p.jpg,https://pcpartpicker.com/product/w37wrH/corsair-h55-57-cfm-liquid-cpu-cooler-h55,liquid
cooler,Cooler Master MasterLiquid LC240E RGB 76.4 CFM Liquid CPU Cooler (MLA-D24M-A18PC-R1),https://m.media-amazon.com/images/I/41z+K65bZML.jpg,https://pcpartpicker.com/product/dM4BD3/cooler-master-masterliquid-lc240e-rgb-764-cfm-liquid-cpu-cooler-mla-d24m-a18pc-r1,liquid
cooler,Asus ROG RYUJIN II ARGB 70.07 CFM Liquid CPU Cooler (ROG RYUJIN II 240 ARGB),https://cdna.pcpartpicker.com/static/forever/images/product/b5132345791aba8e349d990eb770c8e5.256p.jpg,https://pcpartpicker.com/product/yk2WGX/asus-rog-ryujin-ii-argb-7007-cfm-liquid-cpu-cooler-rog-ryujin-ii-240-argb,liquid
cooler,Gelid Solutions Liquid 240 Liquid CPU Cooler (CC-AIO-240-A),https://m.media-amazon.com/images/I/31EmX3rEspL.jpg,https://pcpartpicker.com/product/Vh3NnQ/gelid-solutions-liquid-240-liquid-cpu-cooler-cc-aio-240-a,liquid
cooler,Asus ROG Ryujin III 71.6 CFM Liquid CPU Cooler (90RC00K0-M0UAY0),https://m.media-amazon.com/images/I/41WL3756BlL.jpg,https://pcpartpicker.com/product/L74Zxr/asus-rog-ryujin-iii-716-cfm-liquid-cpu-cooler-90rc00k0-m0uay0,liquid
cooler,EK EK-Nucleus AIO CR240 Lux D-RGB 72 CFM Liquid CPU Cooler (EK-Nucleus AIO CR240 Lux D-RGB - White),https://cdna.pcpartpicker.com/static/forever/images/product/909d6352863da3e4e101132064e94f73.256p.jpg,https://pcpartpicker.com/product/NhKscf/ek-ek-nucleus-aio-cr240-lux-d-rgb-72-cfm-liquid-cpu-cooler-ek-nucleus-aio-cr240-lux-d-rgb-white,liquid
cooler,Phanteks Glacier One 240MPH 60.51 CFM Liquid CPU Cooler (PH-GO240MPH_DWT01),https://cdna.pcpartpicker.com/static/forever/images/product/3af69ce5b6bc107e2eb062f95c79efcf.256p.jpg,https://pcpartpicker.com/product/4d4BD3/phanteks-glacier-one-240mph-6051-cfm-liquid-cpu-cooler-ph-go240mph_dwt01,liquid
cooler,Gigabyte AORUS LIQUID COOLER 59.25 CFM Liquid CPU Cooler (AORUS LIQUID COOLER 360),https://m.media-amazon.com/images/I/413JzavlQnL.jpg,https://pcpartpicker.com/product/CXRgXL/gigabyte-aorus-liquid-cooler-5925-cfm-liquid-cpu-cooler-aorus-liquid-cooler-360,liquid
cooler,ARCTIC Liquid Freezer II 120 56.3 CFM Liquid CPU Cooler (ACFRE00067A),https://cdna.pcpartpicker.com/static/forever/images/product/c2f58da67a32e7a8217c4d00045ff985.256p.jpg,https://pcpartpicker.com/product/CDZzK8/arctic-liquid-freezer-ii-120-563-cfm-liquid-cpu-cooler-acfre00067a,liquid
cooler,Deepcool CASTLE 240EX A-RGB 69.34 CFM Liquid CPU Cooler (DP-GS-H12W-CSL240EX-AR),https://cdna.pcpartpicker.com/static/forever/images/product/4f8808665c5c8c819162044438ea60da.256p.jpg,https://pcpartpicker.com/product/dPrRsY/deepcool-castle-240ex-a-rgb-6934-cfm-liquid-cpu-cooler-dp-gs-h12w-csl240ex-ar,liquid
cooler,NZXT Kraken X72 Liquid CPU Cooler (RL-KRX72-01),https://cdna.pcpartpicker.com/static/forever/images/product/4cf4c2eb341c289bf56b0c0dee237e7b.256p.jpg,https://pcpartpicker.com/product/nGjJ7P/nzxt-kraken-x72-liquid-cpu-cooler-rl-krx72-01,liquid
cooler,Enermax AQUAFUSION ADV 120 79.8 CFM Liquid CPU Cooler (ELC-AQFA120-SQA),https://cdna.pcpartpicker.com/static/forever/images/product/8e1e64733471319d9ff9ece1052bd3dc.256p.jpg,https://pcpartpicker.com/product/N7zhP6/enermax-aquafusion-adv-120-798-cfm-liquid-cpu-cooler-elc-aqfa120-sqa,liquid
cooler,Deepcool CASTLE 360EX A-RGB 69.34 CFM Liquid CPU Cooler (DP-GS-H12W-CSL360EX-AR-WH),https://cdna.pcpartpicker.com/static/forever/images/product/6d4da3d25f93208bca2b2eccd0dd472c.256p.jpg,https://pcpartpicker.com/product/vQJgXL/deepcool-castle-360ex-a-rgb-6934-cfm-liquid-cpu-cooler-dp-gs-h12w-csl360ex-ar-wh,liquid
cooler,Thermaltake TOUGHLIQUID ARGB Liquid CPU Cooler (CL-W321-PL12BL-A),https://cdna.pcpartpicker.com/static/forever/images/product/a11242554ab96fac8b8dd2ea6582da6e.256p.jpg,https://pcpartpicker.com/product/qh92FT/thermaltake-toughliquid-argb-liquid-cpu-cooler-cl-w321-pl12bl-a,liquid
cooler,MSI MPG CORELIQUID K240 V2 77.4 CFM Liquid CPU Cooler (MPG CORELIQUID K240 V2),https://m.media-amazon.com/images/I/41ZFh8zQDHL.jpg,https://pcpartpicker.com/product/cHKKHx/msi-mpg-coreliquid-k240-v2-774-cfm-liquid-cpu-cooler-mpg-coreliquid-k240-v2,liquid
cooler,MSI MAG CORELIQUID B 78.73 CFM Liquid CPU Cooler (MAG CORELIQUID B240),https://cdna.pcpartpicker.com/static/forever/images/product/cee3505062aa6f6aef93b0846d695360.256p.jpg,https://pcpartpicker.com/product/6c92FT/msi-mag-coreliquid-b-7873-cfm-liquid-cpu-cooler-mag-coreliquid-b240,liquid
cooler,Asus ROG Ryujin 240 RGB AIO 121.8 CFM Liquid CPU Cooler (90RC0030-M0UAY0),https://cdna.pcpartpicker.com/static/forever/images/product/e853a45e569b94d909348ddf3e4ba6a4.256p.jpg,https://pcpartpicker.com/product/MxqhP6/asus-rog-ryujin-240-rgb-aio-1218-cfm-liquid-cpu-cooler-90rc0030-m0uay0,liquid
cooler,Corsair iCUE H60i RGB PRO XT 75 CFM Liquid CPU Cooler (CW-9060049-WW),https://cdna.pcpartpicker.com/static/forever/images/product/8cbd47030939390856bc3ff48407971f.256p.jpg,https://pcpartpicker.com/product/HVtKHx/corsair-icue-h60i-rgb-pro-xt-75-cfm-liquid-cpu-cooler-cw-9060049-ww,liquid
cooler,Mars Gaming ML-ONE 69.2 CFM Liquid CPU Cooler (MLONE120W),https://m.media-amazon.com/images/I/41HIqlYUpLL.jpg,https://pcpartpicker.com/product/YTddnQ/mars-gaming-ml-one-692-cfm-liquid-cpu-cooler-mlone120w,liquid
cooler,Asus ROG STRIX LC 240 RGB White Edition 80.95 CFM Liquid CPU Cooler (ROG STRIX LC 240 RGB White),https://m.media-amazon.com/images/I/41QAe3IDTLL.jpg,https://pcpartpicker.com/product/9ctKHx/asus-rog-strix-lc-240-rgb-white-edition-8095-cfm-liquid-cpu-cooler-rog-strix-lc-240-rgb-white,liquid
cooler,Enermax AQUAFUSION ADV 240 79.8 CFM Liquid CPU Cooler (ELC-AQFA240-SQA),https://cdna.pcpartpicker.com/static/forever/images/product/ed4b6a59ead82e805a602be27ab6d3e6.256p.jpg,https://pcpartpicker.com/product/GMRYcf/enermax-aquafusion-adv-240-798-cfm-liquid-cpu-cooler-elc-aqfa240-sqa,liquid
cooler,Fractal Design Celsius S36 Blackout 87.6 CFM Liquid CPU Cooler (FD-WCU-CELSIUS-S36-BKO),https://cdna.pcpartpicker.com/static/forever/images/product/c9aebc15771ac48fd38e67ec847ca4c3.256p.jpg,https://pcpartpicker.com/product/cmPgXL/fractal-design-celsius-s36-blackout-876-cfm-liquid-cpu-cooler-fd-wcu-celsius-s36-bko,liquid
cooler,EVGA CLC 120 74.82 CFM Liquid CPU Cooler (400-HY-CL12-V1),https://m.media-amazon.com/images/I/41zJr9IxZGL.jpg,https://pcpartpicker.com/product/PT38TW/evga-clc-120-7482-cfm-liquid-cpu-cooler-400-hy-cl12-v1,liquid
