partType,name,image,url,power,size
psu,Thortech Thunderbolt PLUS 1000 W 80+ Gold Certified Fully Modular ATX Power Supply (TTBPK00G),https://images-na.ssl-images-amazon.com/images/I/51AeBkt0wWL.jpg,https://pcpartpicker.com/product/Ypckcf/thortech-power-supply-ttbpk00g,1000,ATX
psu,Thermaltake Toughpower 1000 W 80+ Certified ATX Power Supply (W0155RU),https://m.media-amazon.com/images/I/41juTODcRnL.jpg,https://pcpartpicker.com/product/DFV48d/thermaltake-power-supply-w0155ru,1000,ATX
psu,Topower TOP-1000P12-ADJ 1000 W Semi-modular ATX Power Supply (TOP-1000P12-ADJ),https://cdna.pcpartpicker.com/static/forever/images/product/b002ca5bc2189112d507e288108a36be.med.256p.jpg,https://pcpartpicker.com/product/HgYXsY/topower-power-supply-top1000p12adj,1000,ATX
psu,NZXT HALE90 V2 1000 W 80+ Gold Certified Fully Modular ATX Power Supply (NP-1GM-1000A-NEEU),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/PMp323/nzxt-power-supply-np1gm1000aneeu,1000,ATX
psu,Kingwin MK 1000 W ATX Power Supply (MK-1000W),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/K898TW/kingwin-mk-1000w-atx-power-supply-mk-1000w,1000,ATX
psu,LEPA G1000-MB 1000 W 80+ Gold Certified Fully Modular ATX Power Supply (G1000-MB),https://images-eu.ssl-images-amazon.com/images/I/41HsJRjNg-L.jpg,https://pcpartpicker.com/product/DQqbt6/lepa-1000w-80-gold-certified-fully-modular-atx-power-supply-g1000-mb,1000,ATX
psu,Silverstone OP1000-E 1000 W ATX Power Supply (OP1000-E),https://images-na.ssl-images-amazon.com/images/I/41wvKQZ7AuL.jpg,https://pcpartpicker.com/product/FnvRsY/silverstone-power-supply-op1000e,1000,ATX
psu,Silverstone OP1000-P 1000 W 80+ Certified ATX Power Supply (OP1000-P),https://images-na.ssl-images-amazon.com/images/I/41D9MC54WKL.jpg,https://pcpartpicker.com/product/3Qbp99/silverstone-power-supply-op1000p,1000,ATX
psu,BFG EX-1000 1000 W 80+ Bronze Certified Fully Modular ATX Power Supply (EX-1000),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/9jxfrH/bfg-power-supply-ex1000,1000,ATX
psu,OCZ EliteXStream 1000 W 80+ Certified ATX Power Supply (OCZ1000EXS-B),https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/No_image_available.svg/256px-No_image_available.jpg,https://pcpartpicker.com/product/yMtCmG/ocz-power-supply-ocz1000exsb,1000,ATX
